for_sorting,lemma_la,lemma_mkh,gender_la,gender_modified,etymologies,sharedgrammaticalinfo,partofspeech_1,morphology_la,ka,en,ru,source
š,šičĕ,შიჩე̆,,,,adv,,,შინში (მხოლოდ დეიდაშვილი),,дети сестер по отношению друг к другу,**შიჩე̆** შინში (მხოლოდ დეიდაშვილი)
š,šiš,შიშ,,,,,,,,,,**შიშ** ორ-ორი
š,šiša-šiša,შიშა-შიშა,,,,,,,,,,**შიშა-შიშა** იხ. შიშ
š,šišinliⁿ,შიშინლიჼ,,,,,,,,,,**შიშინლიჼ** ლუწი
š,šišlik,შიშლიქ,d d,D,GE,n,,šišliki; šišlikeⁿ,შიშლიგი,,"убойный баран, данный в придачу купленным",**შიშლიქ** *დ დ* (შიშლიქი; შიშლიქეჼ) შიშლიგი *(მეცხვარეებში მორიგეობით საკლავი ცხვარი)*
š,šiⁿ,შიჼ,b d,B,,n,,šini; šineⁿ,ცური,,вымя,**შიჼ** *ბ დ* (შინი; შინეჼ) ცური
š,škʼap,შკაფ,b d,B,GE,n,,škʼapi; škʼapeⁿ,"შკაფი, კარადა",,шкаф,"**შკაფ** *ბ დ* (შკაფი; შკაფეჼ) შკაფი, კარადა"
š,šlam,შლამ,b,B,GE,n,,,შლამი,,"ил, тина",**შლამ** *ბ* შლამი
š,šno,შნო,j,J,GE,n,,,"შნო, უნარი",,"изящество, способность, ловкость, умение","**შნო** *ჲ* შნო, უნარი"
š,šo1,შო1,d d,D,,n,,šariš; šariⁿ,წელიწადი,year,год,"**შო1** *დ დ* (შარიშ; შარიჼ) წელიწადი **შო შარგლომციჼ** წლითი წლობით, წლიდან წლამდე"
š,šo2,შო2,j,J,GE,n,,,ფშავი,Pshavi,Пшавия,**შო2** *ჲ* 1. ფშავი 2. ლაშარის ჯვარი ფშავში
š,šoltʼ,შოლტ,j j,J,GE,n,,šoltʼi; šoltʼeⁿ,შოლტი,,"бич, длинная плеть",**შოლტ** *ჲ ჲ* (შოლტი; შოლტეჼ) 1. შოლტი **შოლტეხ დ-აჴარ** გრდმ. გაშოლტვა (გაშოლტავს) 2. საქალამნე შოლტი
š,šoltʼad-d-ar,შოლტად-დ-არ,,,GE,vt,,,შოლტვა (შოლტავს),,"хлестать (плетью, бичем)",**შოლტად-დ-არ** გრდმ. შოლტვა (შოლტავს)
š,šoqarǯujla,შოჴარჯუჲლა,,,,,,,,,,"**შოჴარჯუჲლა** წლისთავი, ვისიმე გარდაცვალდებიდან ერთი წლის აღსანიშნავი სუფრა, პანაშვიდი *(ექსპ.)*"
š,šor-d-ar,შორ-დ-არ,,,,vt,,,გაგანივრება ([გა]აგანივრებს),,"расширить, расшинять",**შორ-დ-არ** გრდმ. გაგანივრება ([გა]აგანივრებს)
š,šorb,შორბ,j j,J,GE,n,,šorbeⁿ,შორბა (თხელი შილაფლავი),,жидкий плов,**შორბ** *ჲ ჲ* (შორბეჼ) შორბა (თხელი შილაფლავი)
š,šoriⁿ,შორიჼ,,,GE,a,,,"განიერი, ფართო, ვრცელი","wide, broad","широкий, просторный","**შორიჼ** განიერი, ფართო, ვრცელი"
š,šorla,შორლა,j j,,,,,,,,,"**შორლა** *ჲ ჲ* სიგანე, სიფართოვე"
š,"šorna, šujrna","შორნა, შუჲრნა",d,,,,,,,,,"**შორნა, შუჲრნა** *დ* ხალვათობა, სიფართოვე, სიგანივრე"
š,šorol,შოროლ,j j,,,,,,,,,**შოროლ** *ჲ ჲ* იხ. შორლა
š,šoršaⁿ,შორშაჼ,d d,D,,n,,šoršni; šoršneⁿ,შოშია,,скворец,**შორშაჼ** *დ დ* (შორშნი; შორშნეჼ) შოშია
š,šot,შოთ,j j,J,GE,n,,šoti; šoteⁿ,შოთი,,чурек,**შოთ** *ჲ ჲ* (შოთი; შოთეჼ) შოთი
š,šov,შოვ,,M,GE,n,,šujbĭ; šoveⁿ,ფშაველი,Pshav,пщавец,**შოვ** (შუჲბი̆; შოვეჼ) ფშაველი
š,šošar,შოშარ,d d,,,,,šošri,,,,"**შოშარ** *დ დ* (შოშრი) შაშარი, ნესტარი"
š,šu,შუ,,,,pro pers,,,თქვენ,"you, y'all",вы,**შუ** პირის ნაცვ.
š,šucʼin,შუწინ,,,,,,,,,,**შუწინ**უთქვენოდ
š,šujb,,,,,n,,,,,,
š,šujb[ĭ],შუჲბ[ი̆],,,,,,,,,,**შუჲბ[ი̆]** მრ. იხ. შოვ
š,šujber,შუჲბერ,d,D,GE,n,,,მშობიარე,,роженица,**შუჲბერ** *დ* მშობიარე
š,šujbren,შუჲბრენ,,,,,,,,,,**შუჲბრენ**ძვ. (ზედს. სახ.) მშობიარე
š,šujbreⁿ,,,,GE,n,,,მშობიარე,,роженица,
š,šujin1,შუჲინ1,,,,,,,,,,"**შუჲინ1**კუთვნ. ნაცვ. თავიანთი, მათი (საკუთარი)"
š,šujin2,შუჲინ2,,,,,,,,,,**შუჲინ2**კუთვნ. ნაცვ. თქვენი (საკუთარი)
š,šujiⁿ,,,,,pro,,,"თავიანთი, მათი (საკუთარი)","their own, their",их (собственный),
š,šujlo[ħ],შუჲლო[ჰ’],,,,,,,,,,"**შუჲლო[ჰ’]** ზმნს. თავისიანებში, შინაურულად"
š,šujn1,შუჲნ1,,,,,,,,,,"**შუჲნ1** ზმნს. იწარმოება შუ ნაცვალსახელისაგან, აძლიერებს ზმნის შინაარსს"
š,šujn2,შუჲნ2,,,,,,,,,,"**შუჲნ2** ზმნს. იწარმება შუ ნაცვალსახელისაგან, აძლიერებს ზმნის შინაარსს"
š,šujⁿ,,,,,pro,,,თქვენი (საკუთარი),"y'alls own, your own",ваш (собственный),
š,šun1,შუნ1,,,,,,,,,,**შუნ1**კუთვნ. ნაცვალსახ. თქვენი
š,šun2,შუნ2,d d,,,,,šunajrč; šuneⁿ,,,,**შუნ2** *დ დ* (შუნაჲრჩ; შუნეჼ) შუნი
š,šur,შურ,j j,J,,n,,šureⁿ,რძე,milk,молоко,**შურ** *ჲ ჲ* (შურეჼ) რძე
š,šuralen,შურალენ,,,,,,,,,,**შურალენ**1. რძიანი 2. რძიანი (ძროხა)
š,šurdul,შურდულ,j j,,,,,šurdli; šurdleⁿ,,,,**შურდულ** *ჲ ჲ* (შურდლი; შურდლეჼ) შურდული
š,šurdğul,,,J,GE,n,,,შურდული,,праща (для метания камней),
š,šuren,შურენ,,,,,,,,,,"**შურენ**რძისა, რძიანი"
š,šuv,შუვ,d,D,GE,n,,,შუილი,,шум,**შუვ** *დ* შუილი
š,šuğeⁿ,შუღეჼ,,,,,,,,,,**შუღეჼ** თქვენებური
š,šuš,შუშ,j j,J,GE,n,,šuši; šušeⁿ,შუშა,,стекло,**შუშ** *ჲ ჲ* (შუში; შუშეჼ) შუშა
š,šušuaⁿ,შუშუაჼ,,,,,,,,,,"**შუშუაჼ** თავთავისი, თავთავიანთი, თვითეულის, თავთავის საკუთარი"
š,šušujⁿ,შუშუჲჼ,,,,,,,,,,"**შუშუჲჼ** ზმნს. თავთავიანთთვის, ცალ-ცალკე"
š,šuⁿ2,,,D,GE,n,,,შუნი,,самка-тур,
š,švel,შველ,d d,D,GE,n,,šveli,შველი,,лань,**შველ** *დ დ* (შველი) შველი
š,švetʼ,შვეტ,j j,J,,n,,švetʼi; švetʼeⁿ,"მათრახი, შოლტი",whip,"нагайка, кнут","**შვეტ** *ჲ ჲ* (შვეტი; შვეტეჼ) მათრახი, შოლტი"
š,švetʼcʼiⁿ,შვეტწიჼ,,,,,,,,,,**შვეტწიჼ** უმათრახო
š,švetʼcʼolob,შვეტწოლობ,j,,,,,,,,,**შვეტწოლობ** *ჲ* უმათრახობა
š,švind,შვინდ,d d,D,GE,n,,,შვინდი,,кизил,**შვინდ** *დ დ* შვინდი
š,švindilo,შვინდილო,j j,,,,,,,,,**შვინდილო** *ჲ ჲ* შვინდნარი
š,švriv,შვრივ,d d,D,GE,n,,švriveⁿ,შვრია,oats,овес,**შვრივ** *დ დ* (შვრივეჼ) შვრია
š,šxajpʼšxujpʼĭ,შხაჲპშხუჲპი̆,d,D,GE,n,,,შხაპაშხუპი,,шум от катель дождя,**შხაჲპშხუჲპი̆** *დ* შხაპაშხუპი
š,šxam,შხამ,b d,B,GE,n,,šxameⁿ,შხამი,,яд,**შხამ** *ბ დ* (შხამეჼ) შხამი
š,šxamad-d-ar,,,,GE,vt,,,,,,
š,šxameⁿ,შხამეჼ,,,,,,,,,,"**შხამეჼ** შხამისა, შხამიანი"
ž,žabŏ,ჟაბო̆,b,B,,n,,žabiⁿ,"ძროხა (ფურები და თითო-ოროლა მოზვერი, ხარი); ფურები, ძროხები",cow; cattle,скот (корова и бычки),"**ჟაბო̆** *ბ* (ჟაბიჼ) კრებ. 1. ძროხა (ფურები და თითო-ოროლა მოზვერი, ხარი) 2. ფურები, ძროხები იხ. იეთთ"
ž,žagnŏ,,,D,,n,,,"წიგნი, წერილი","book, letter","книга, письмо",
ž,"žagnŏ, žagⁿ","ჟაგნო̆, ჟაგჼ",d d,,,,,žagnuj; žagnoⁿ,,,,"**ჟაგნო̆, ჟაგჼ** *დ დ* (ჟაგნუჲ; ჟაგნოჼ) წიგნი, წერილი **ჟაგნ ჴეთინი̆ -** მიმღ. წიგნის მცოდნე"
ž,žang,ჟანგ,,D,GE,n,,,ჟანგი,rust,ржавчина,**ჟანგ** დ ჟანგი
ž,"žangen, žongeⁿ","ჟანგენ, ჟონგეჼ",,,,,,,,,,"**ჟანგენ, ჟონგეჼ** ჟანგიანი"
ž,žavživdar,,,,GE,vt,,,"ჟავჟივი (ჟივჟივებს), ჟივილ-ხივილი; წუწუნი, ზლუქუნი","tweet, chirp","щебетать, чирикать, галдеть; хныкать",
ž,že,ჟე,d,D,,n,,žeⁿ,ცხვარი,sheep,"овцы, бараны",**ჟე** *დ* (ჟეჼ) კრებ. ცხვარი
ž,že-kʼačʼar,ჟე-კაჭარ,,,,,,,,,,**ჟე-კაჭარ** ცხვარ-მატყლი (ცალკე არ იხმარება)
ž,žel[v]reⁿ,ჟელ[ვ]რეჼ,d d,,,,,želvreni; želvreneⁿ,,,,**ჟელ[ვ]რეჼ** *დ დ* (ჟელვრენი; ჟელვრენეჼ) ცხვარი (ცხვართაგანი)
ž,žerol,ჟეროლ,,,,,,,,,,**ჟეროლ** ჲ ქვრივობა
ž,žerpstʼu,ჟერფსტუ,j d,,,,,žerpstʼi; žerpstʼejⁿ,,,,**ჟერფსტუ** *ჲ დ* (ჟერფსტი; ჟერფსტეჲჼ) ქვრივი
ž,žerŏ,ჟერო̆,j d (v b),M/F,,n,,žeruj; žerujⁿ,"ქვრივი (ქალი, იშვითად კაცზედაც ითქმის)",widow (seldom: widower),вдова (редко: вдовец),"**ჟერო̆** *ჲ დ (ვ ბ)* (ჟერუჲ; ჟერუჲჼ) ქვრივი (ქალი, იშვიათად კაცზედაც ითქმის)"
ž,žežad-d-ar,ჟეჟად-დ-არ,,,GE,vt,,,ჟეჟვა,"pulp, thrash","мять, бить",**ჟეჟად-დ-არ** გრდმ. ჟეჟვა
ž,žiiš,ჟიიშ,d,,,,,,,,,**ჟიიშ** *დ* მრ. ცხვრის ფარები
ž,žin,ჟინ,b d,,,,,žini; žineⁿ,,,,**ჟინ**1 *ბ დ* (ჟინი; ჟინეჼ) თირკმელი
ž,žin2,ჟინ2,b d,,,,,,,,,"**ჟინ2** *ბ დ* ჟინი, სურვილი"
ž,živžvdar,ჟივჟვდარ,,,,,,,,,,"**ჟივჟვდარ** გრდმ. 1. ჟივჟივი (ჟივჟივებს), ჟივილ-ხივილი 2. წუწუნი, ზლუქუნი"
ž,žiⁿ1,,,B,,n,,,თირკმელი,kidney,почка,
ž,žiⁿ2,,,B,GE,n,,,"ჟინი, სურვილი",desire,"каприз, прихоть, сильное желание",
ž,žletʼad-d-ar,ჟლეტად-დ-არ,,,GE,vt,,,ჟლეტა,"slaughter, slay","истреблять, уничтожать",**ჟლეტად-დ-არ** გრდმ. ჟლეტა სრ. გაჟლეტად-დ-არ
ž,žomenkʼaɁ,ჟომენკაჸ,,,,,,,,,,**ჟომენკაჸ** მომცრო
ž,žomeⁿ,ჟომეჼ,,,,a,,,"მცირე, პატარა, უასაკო, მცირეწლოვანი","minor, small, young, juvenile","малый, незначительный, маленький, малолетний","**ჟომეჼ**  მცირე, პატარა, უასაკო, მცირეწლოვანი"
ž,žonžğol,ჟონჟღოლ,d,D,GE,n,,,ჯონჯოლი,bladder-nut,клекачка,**ჟონჟღოლ** *დ* ჯონჯოლი
ž,žorždar,ჟორჟდარ,,,,vt,,,ფათური (აფათურებს),"grope, grasp",шарить (рукой),**ჟორჟდარ** გრდმ. ფათური (აფათურებს)
ž,žurad-d-alar,ჟურად-დ-ალარ,,,GE,vi,,,ჟურვა (იჟურება),"seep, drip, ooze",сочиться,**ჟურად-დ-ალარ** გრდუვ. ჟურვა (იჟურება)
ž,žurad-d-ar,,,,GE,vt,,,ჟურვა (ჟურავს),make seep,цедить,
ž,žuržur,ჟურჟურ,d,D,,n,,,"ჩურჩული, ბუტბუტი",whispering,шептание,"**ჟურჟურ** *დ* ჩურჩული, ბუტბუტი"
ž,žuržur-d-ar,ჟურჟურ-დ-არ,,,,,,,,,,**ჟურჟურ-დ-არ** გრდმ. ჩურჩული (ჩურჩულებს)
ž,žğarli,ჟღარლი,d,0d,,n,,,ძეწკვზე დამაგრებული ვერცხლის მონეტები - პატარძლის სამკაული,"a chain of silver coins, a bride's ornament",серебряные монеты на цепочке - украшение невесты,**ჟღარლი** *დ* მრ. ძეწკვზე დამაგრებული ვერცხლის მონეტები - პატარძლის სამკაული
ž,žğaržğar,ჟღარჟღარ,d,D,GE,n,,,ჟღარუნი,"ringing, jingling, clanking","бряканье, бряцание",**ჟღარჟღარ** *დ* ჟღარუნი ჟღარჟღარ დარ გრდმ. ჟღარუნი (აჟღარუნებს)
ž,žīš,,,D,,n,,,ცხვრის ფარები,flock(s) of sheep,стадо овец,
ǯ,ǯa,ჯა,,,,interj,,,არიქა!,"look here, watch out","ну, ну-ка",**ჯა** შორისდ. არიქა!
ǯ,ǯabr,ჯაბრ,b d,B,GE,n,,ǯabreⁿ,ჯიბრი,rivalry,"на зло, на перекор",**ჯაბრ** *ბ დ* (ჯაბრეჼ) ჯიბრი
ǯ,ǯadŏ,ჯადო̆,d d,D,GE,n,,ǯadujⁿ,ჯადო,magic,"волшебство, чародейство",**ჯადო̆** *დ დ* (ჯადუჲჼ) ჯადო
ǯ,ǯag,ჯაგ,j j,J,GE,n,,ǯageⁿ,"ჯაგი, ძეძვი","shrub, thorn-bush","колючий куст, держи-дерево","**ჯაგ** *ჲ ჲ* (ჯაგეჼ) ჯაგი, ძეძვი"
ǯ,ǯagar,ჯაგარ,,,,,,,,,,**ჯაგარ** იხ. ჭაგარ
ǯ,ǯagaⁿ,ჯაგაჼ,j j,J,GE,n,,ǯagni; ǯagneⁿ,ჯაგანი,thin skewer,нанизанные на бечевку виноградные кисти для хранения,**ჯაგაჼ** *ჲ ჲ* (ჯაგნი; ჯაგნეჼ) ჯაგანი
ǯ,ǯagilo,ჯაგილო,j j,,,,,,,,,"**ჯაგილო** *ჲ ჲ* ჯაგნარი, ჯაგიანი"
ǯ,ǯajxĭǯujxĭ,,,D,,n,,,"ჯახაჯუხი, ჯახანი",repeated banging,стук (при столкновении предметов...),
ǯ,ǯajxǯujxĭ,ჯაჲხჯუჲხი̆,d d,,,,,,,,,"**ჯაჲხჯუჲხი̆** *დ დ* ჯახაჯუხი, ჯახანი"
ǯ,ǯalab,ჯალაბ,j j,J,GE,n,,ǯalbeⁿ,ჯალაბი,"family, household","семья, семейство",**ჯალაბ** *ჲ ჲ* (ჯალბეჼ) ჯალაბი
ǯ,ǯalbob,ჯალბობ,j j,,,,,ǯalbobeⁿ,,,,**ჯალბობ** *ჲ ჲ* (ჯალბობეჼ) ჯალაბობა
ǯ,ǯamaat,ჯამაათ,j,J,GE,n,,,ჯამაათი,people's assembly,"собрание, сход, народ",**ჯამაათ** *ჲ* ჯამაათი
ǯ,ǯambar,ჯამბარ,j j,J,GE,n,,ǯambri; ǯambreⁿ,ჯამბარა,strap,"веревка, плетенная из ремней",**ჯამბარ** *ჲ ჲ* (ჯამბრი; ჯამბრეჼ) ჯამბარა
ǯ,ǯambaz,ჯამბაზ,v b; j d; d d,M/F,GE,n,,ǯambzi; ǯambzeⁿ,ჯამბაზი,acrobat,акробат,**ჯამბაზ** *ვ ბ; ჲ დ; დ დ* (ჯამბზი; ჯამბზეჼ) ჯამბაზი
ǯ,ǯamlo,,,,,interj,,,,go to hell,иди к четру,
ǯ,"ǯamlo, ǯamno","ჯამლო, ჯამნო",,,,,,,,,,"**ჯამლო, ჯამნო** იხ. ჯანბუჲ"
ǯ,ǯan,,,,GE,interj,,,ჯან!,"wow, bravo, terrific",браво,
ǯ,ǯan1,ჯან1,d d,,,,,ǯani; ǯaneⁿ,,,,**ჯან1** *დ დ* (ჯანი; ჯანეჼ)ქალამანი
ǯ,ǯan2,ჯან2,j j,,,,,,,,,**ჯან2** *ჲ ჲ* ჯანი
ǯ,ǯanbuj,,,J,GE,n,,,ჯანდაბა,hell,"преисподняя, тартары",
ǯ,"ǯanbuj, ǯamnu","ჯანბუჲ, ჯამნუ",j j,,,,,,,,,"**ჯანბუჲ, ჯამნუ** *ჲ ჲ* ჯანდაბა"
ǯ,ǯang,ჯანგ,d d,D,GE,n,,ǯangeⁿ,ჟანგი,rust,ржавчина,**ჯანგ** *დ დ* (ჯანგეჼ) ჟანგი
ǯ,ǯanliⁿ,ჯანლიჼ,,,GE,a,,,ჯანიანი,"strong, healthy","сильный, мощный",**ჯანლიჼ** ჯანიანი
ǯ,ǯar,ჯარ,b d,,,,,,,,,**ჯარ** *ბ დ* ერთი ხელით მომრგვალებული გუნდა ქუმელისა *(ჭრელაშვ.)*
ǯ,ǯarim,ჯარიმ,j j,J,GE,n,,ǯajrmi; ǯajrmeⁿ,ჯარიმა,"fine, penalty",штраф,**ჯარიმ** *ჲ ჲ* (ჯაჲრმი; ჯაჲრმეჼ) ჯარიმა
ǯ,ǯarni,ჯარნი,j,J,GE,n,,ǯarneⁿ,,pl,,"**ჯარნი** *ჲ* მრ. (ჯარნეჼ) ჯარა **ჯარნაჼ ჲჵეჸ** *ჲ ჲ* ჯარას ტარი, თითისტარი"
ǯ,ǯavar,ჯავარ,,,GE,a,,,ჯავარი,speckled hen,рябая (курица...),**ჯავარ** ჯავარი
ǯ,ǯavr,ჯავრ,,,GE,n,,,ჯავრი,anger,злоба,**ჯავრ** (ჯავრეჼ) ჯავრი
ǯ,ǯaǯğar,ჯაჯღარ,d d,D,,n,,ǯaǯğri; ǯaǯğreⁿ,ფოცხი,rake,грабли,**ჯაჯღარ** *დ დ* (ჯაჯღრი; ჯაჯღრეჼ) ფოცხი
ǯ,ǯaⁿ,ჯაჼ,,,,,,,,,,**ჯაჼ** ჯან!
ǯ,ǯaⁿ1,,,D,,n,,,ქალამანი,sandal,лапать,
ǯ,ǯelĕ,ჯელე̆,,,,interj,,,"გეთაყვა, რა!",please,пожалуйста,"**ჯელე̆** გეთაყვა, რა!"
ǯ,ǯeraⁿ,ჯერაჼ,d d,,,,,ǯerni; ǯerneⁿ,,,,**ჯერაჼ** *დ დ* (ჯერნი; ჯერნეჼ) ჯეირანი
ǯ,ǯereⁿ,,,D,GE,n,,,ჯეირანი,Persian gazelle,джейран,
ǯ,ǯerĕ,ჯერე̆,,,GE,adv,,,ჯერ,firstly,"сперва, сначала",**ჯერე̆** ზმნს. ჯერ
ǯ,ǯeǯil,ჯეჯილ,d d,D,GE,n,,ǯeǯleⁿ,ჯეჯილი,green corn/cereal,всходы злачных растений,**ჯეჯილ** *დ დ* (ჯეჯლეჼ) ჯეჯილი
ǯ,ǯib1,ჯიბ1,j j,J,GE,n,,ǯibi; ǯibeⁿ,ჯიბე,pocket,карман,**ჯიბ1** *ჲ ჲ* (ჯიბი; ჯიბეჼ) ჯიბე
ǯ,ǯib2,ჯიბ2,,B,,n,,ǯibi; ǯibeⁿ,ნაბიჯი,"step, pace",шаг,**ჯიბ2** ბ დ (ჯიბი; ჯიბეჼ) ნაბიჯი
ǯ,ǯilag,ჯილაგ,j j,J,GE,n,,ǯilguⁿ,ჯილაგი,"race, breed, type",порода,**ჯილაგ** *ჲ ჲ* (ჯილგუჼ) ჯილაგი
ǯ,ǯildŏ,ჯილდო̆,d d,D,GE,n,,ǯilduj; ǯildujⁿ,ჯილდო; სანაძლეო,"salary, reward; bet, wager","премия, награда; пари",**ჯილდო̆** *დ დ* (ჯილდუჲ; ჯილდუჲჼ) 1. ჯილდო 2. სანაძლეო
ǯ,ǯiǯaq,ჯიჯაჴ,,,,,,,,,,**ჯიჯაჴ** ბიბილო *(ექსპ. ბერთლ. და სხვ.)*
ǯ,ǯiǯĭ,ჯიჯი̆,d,D,GE,n,,,ჩიჩია,meat,мясо (на детском языке),**ჯიჯი̆** *დ* ჩიჩია
ǯ,ǯmux,ჯმუხ,,,GE,a,,,ჯმუხი,,коренастый,**ჯმუხ** ჯმუხი
ǯ,ǯog,ჯოგ,j j,J,GE,n,,ǯogi; ǯogeⁿ,ჯოგი; ხროვა,"pack, herd, flock","табун, стая",**ჯოგ** *ჲ ჲ* (ჯოგი; ჯოგეჼ) ჯოგი; ხროვა
ǯ,ǯomard,ჯომარდ,,,GE,a,,,ჯომარდი,"courageous, bold","проворный, удалый, смелый",**ჯომარდ** ჯომარდი
ǯ,ǯoqʼar,ჯოყარ,j j,J,,n,,ǯoqʼreⁿ,კაჭახი,dried reed,стебли засохшего бурьяна,**ჯოყარ** *ჲ ჲ* (ჯოყრეჼ) კაჭახი
ǯ,ǯor,ჯორ,d d,D,GE,n,,ǯori; ǯoreⁿ,ჯვარი,cross,крест,"**ჯორ** *დ დ* (ჯორი; ჯორეჼ) ჯვარი **ჯორდარ** გრდმ. დაქორწილნება (ქორწინდება), ჯვრის დაწერა"
ǯ,ǯordacʼiⁿ,ჯორდაწიჼ,,,,,,,,,,"**ჯორდაწიჼ** ჯვარდაუწერელი, ჯვარდაუწერილად"
ǯ,ǯoǯxit[t]a,ჯოჯხით[თ]ა,j j,,,,,ǯoǯxitajⁿ,,,,**ჯოჯხით[თ]ა** *ჲ ჲ* (ჯოჯხითაჲჼ) ჯოჯოხეთი
ǯ,ǯoǯxita,,,J,GE,n,,,ჯოჯოხეთი,hell,ад,
ǯ,ǯoǯŏ,ჯოჯო̆,d d,D,GE,n,,ǯoǯuj; ǯoǯujⁿ,ჯოჯო,Caucasian agama lizard,жаба,**ჯოჯო̆** *დ დ* (ჯოჯუჲ; ჯოჯუჲჼ) ჯოჯო
ǯ,ǯub,ჯუბ,j j,J,GE,n,,ǯubi; ǯubeⁿ,"ჯუბა, დედაკაცის შალის ტანსაცმელი",woman's woolen gown,женское платье из шерсти,"**ჯუბ** *ჲ ჲ* (ჯუბი; ჯუბეჼ) ჯუბა, დედაკაცების შალის ტანსაცმელი"
ǯ,ǯulab,ჯულაბ,j j,J,GE,n,,,ჯულაბი (სასაქმებელი ზეთი),castor oil,слабительное,**ჯულაბ** *ჲ ჲ* ჯულაბი (სასაქმებელი ზეთი)
ǯ,ǯuğar-d-ar,ჯუღარ-დ-არ,,,,,,,,,,**ჯუღარ-დ-არ** გრდმ. გაუშნოვება (გააუშნოვებს)
ǯ,ǯuğel,,,,GE,a,,,"ულამაზო, შეუხედავი",ugly,"некрасивый, невзрачный",
ǯ,ǯuğur,ჯუღურ,,,,,,,,,,"**ჯუღურ** ულამაზო, შეუხედავი"
ǯ,ǯğabnad-d-ar,,,,GE,vt,,,ჯღაბნა (ჯღაბნის),"scrawl, scribble",писать каркулями,
ǯ,"ǯğabnad-d-ar, ǯğabnod-d-ar","ჯღაბნად-დ-არ, ჯღაბნოდ-დ-არ",,,,,,,,,,"**ჯღაბნად-დ-არ, ჯღაბნოდ-დ-არ** გრდმ. ჯღაბნა (ჯღაბნის)"
ǯ,ǯğart,ჯღართ,d d,D,GE,n,,ǯğarti; ǯğarteⁿ,ჩხართვი,mistle-thrush,кедровка,**ჯღართ** *დ დ* (ჯღართი; ჯღართეჼ) ჩხართვი
Ɂ,[Ɂ]eɁ,[ჸ]ეჸ,j j,,,,,[Ɂ]eɁi,,,,"**[ჸ]ეჸ** *ჲ ჲ* ([ჸ]ეჸი)მინდორი, ვაკე"
ʒ,ʒab,ძაბ,b d,B,GE,n,,ʒabni; ʒabeⁿ,"სიმი, ალყა; ბუზმენტი, სირმა",,"струна; позумент, галун","**ძაბ** *ბ დ* (ძაბნი; ძაბეჼ) 1. სიმი, ალყა 2. ბეზმენტი, სირმა"
ʒ,ʒabr,ძაბრ,j j,J,GE,n,,ʒabreⁿ,ძაბრი,,воронка,**ძაბრ** *ჲ ჲ* (ძაბრეჼ) ძაბრი
ʒ,ʒagʒag,,,,,:,,,ძაგძაგით,,дрожа,
ʒ,ʒagʒag: ʒagʒagajnŏ,ძაგძაგ: ძაგძაგაჲნო̆,,,,,,,,,,**ძაგძაგ: ძაგძაგაჲნო̆** ზმნს. ძაგძაგით
ʒ,ʒar,,,,,a,,,ფესვებიანი; ძირებიანი (ფეხსაცმელი),,имеющий корни; обувь с подошвами,
ʒ,ʒarbaleⁿ,ძარბალეჼ,,,,,,,,,,**ძარბალეჼ** 1. ფესვებიანი 2. ძირებიანი (ფეხსაცმელი)
ʒ,ʒarbi,ძარბი,,,,,,,,,,**ძარბი** მრ. იხ. ძირ
ʒ,ʒarkʼbi,ძარკბი,,,,n,,,,,,**ძარკბი** მრ. იხ. ძირკვ
ʒ,ʒaxvel,ძახველ,d d,D,GE,n,,ʒaxvleⁿ,ძახველი,,калина,**ძახველ** *დ დ* (ძახვლეჼ) ძახველი
ʒ,ʒağ,ძაღ,d,D,GE,n,,,"ძაღა, რკინის აჯასპი",,железный купорос,"**ძაღ** *დ* ძაღა, რკინის აჯასპი"
ʒ,ʒe,ძე,j,,,,,,,,,"**ძე** *ჲ* ძე, ჩამომავლობა (მამრობითი სქესისა)"
ʒ,ʒe1,,,J,GE,n,,,"ძე, ჩამომავლობა (მამრობითი სქესი)",,"сын, мужское поколение",
ʒ,ʒer,ძერ,j,J,GE,n,,"ʒeri, ʒeruj; ʒereⁿ",ძერა,,коршун,"**ძერ** ჲ *ჲ* (ძერი, ძერუჲ; ძერეჼ) ძერა"
ʒ,ʒeŏ,ძეო̆,,,,,,,,,,"**ძეო̆** იგივეა, რაც ძე"
ʒ,ʒir,ძირ,b d,B,GE,n,,ʒarbi; ʒireⁿ,"ძირი; ძირი, ლანჩა","base, root","корень, подошва; подошва","**ძირ** *ბ დ* (ძარბი; ძირეჼ) 1. ძირი 2. ძირი, ლანჩა"
ʒ,ʒirkʼv,ძირკვ,j j,J,GE,n,,ʒarkʼbi; ʒirkʼveⁿ,"ძირკვი, ჯირკვი","tree stump, block of wood",пень,"**ძირკვ** *ჲ ჲ* (ძარკბი; ძირკვეჼ) ძირკვი, ჯირკვი"
ʒ,ʒirxvnaɁŏ,ძირხვნაჸო̆,d d,D,GE,n,,ʒirxvnaɁuj; ʒirxvnaɁujⁿ,"ძირხვენა, ოროვანდი",,лопух,"**ძირხვნაჸო̆** *დ დ* (ძირხვნაჸუჲ; ძირხვნაჸუჲჼ) ძირხვენა, ოროვანდი"
ʒ,ʒmar,ძმარ,b d,B,GE,n,,ʒmareⁿ,ძმარი,,уксус,**ძმარ** *ბ დ* (ძმარეჼ) ძმარი
ʒ,ʒmareleⁿ,ძმარელეჼ,,,,,,,,,,**ძმარელეჼ** ძმრიანი
